ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_2361163,1.35E-02,3.09E-03,3.028179,-2.19586,0.5669155,503774465,SSBP3,single stranded DNA binding protein 3
ILMN_1695025,1.35E-02,3.09E-03,-3.028179,-2.19586,-0.3051395,1039290980,CD2,CD2 molecule
ILMN_1718071,1.35E-02,3.09E-03,3.027776,-2.19697,0.3533702,170763512,AGTPBP1,ATP/GTP binding protein 1
ILMN_1662306,1.36E-02,3.09E-03,3.027337,-2.19818,0.5005823,115529441,RABL3,"RAB, member of RAS oncogene family like 3"
ILMN_3240524,1.36E-02,3.11E-03,-3.025213,-2.20402,-0.3271345,144953906,MFSD6,major facilitator superfamily domain containing 6
ILMN_1707342,1.36E-02,3.11E-03,-3.025176,-2.20413,-0.3715452,54607117,LRIG1,leucine rich repeats and immunoglobulin like domains 1
ILMN_3234967,1.36E-02,3.12E-03,3.024843,-2.20504,0.7466024,NA,,
ILMN_1742230,1.37E-02,3.12E-03,3.024468,-2.20607,0.3477272,32967604,BAZ1A,bromodomain adjacent to zinc finger domain 1A
ILMN_1772522,1.37E-02,3.12E-03,-3.024445,-2.20614,-0.2649495,343962592,ZBTB14,zinc finger and BTB domain containing 14
ILMN_1657983,1.37E-02,3.12E-03,3.024067,-2.20717,0.5115844,294979143,TERF2IP,TERF2 interacting protein
ILMN_1810725,1.38E-02,3.15E-03,3.021747,-2.21355,0.5851304,503774441,FAM129A,family with sequence similarity 129 member A
ILMN_1775522,1.38E-02,3.15E-03,-3.021152,-2.21519,-0.3047939,52632378,MAGED1,MAGE family member D1
ILMN_1839750,1.38E-02,3.15E-03,3.020954,-2.21573,0.3094477,NA,,
ILMN_2359453,1.38E-02,3.16E-03,-3.020168,-2.21789,-0.2244354,38327614,ERGIC3,ERGIC and golgi 3
ILMN_2147517,1.38E-02,3.16E-03,3.020112,-2.21804,0.6070309,221316611,CD58,CD58 molecule
ILMN_2282641,1.38E-02,3.17E-03,3.019598,-2.21945,0.4302566,261278363,TBXAS1,thromboxane A synthase 1
ILMN_1712577,1.38E-02,3.17E-03,-3.019466,-2.21982,-0.39256,745399075,FAM174A,family with sequence similarity 174 member A
ILMN_1736863,1.38E-02,3.17E-03,3.019356,-2.22012,0.5413679,512749781,TMEM140,transmembrane protein 140
ILMN_2331087,1.38E-02,3.18E-03,3.018452,-2.2226,0.5434959,46249346,MS4A7,membrane spanning 4-domains A7
ILMN_3202024,1.39E-02,3.18E-03,3.017965,-2.22394,0.2643889,NA,,
ILMN_1711543,1.39E-02,3.18E-03,-3.017929,-2.22404,-0.3698142,585866246,C14orf169,chromosome 14 open reading frame 169
ILMN_1748883,1.39E-02,3.18E-03,3.017905,-2.2241,0.3963737,39995073,CDKN2D,cyclin dependent kinase inhibitor 2D
ILMN_1659240,1.39E-02,3.19E-03,-3.017153,-2.22616,-0.2165275,292781567,MTMR14,myotubularin related protein 14
ILMN_1691071,1.39E-02,3.19E-03,-3.017107,-2.22629,-0.4013371,42544162,FCRLA,Fc receptor like A
ILMN_1755711,1.4E-02,3.21E-03,-3.015048,-2.23194,-0.3504487,NA,,
ILMN_1681101,1.4E-02,3.21E-03,3.014702,-2.23289,0.5474839,261823978,MARCH1,membrane associated ring-CH-type finger 1
ILMN_1696187,1.4E-02,3.22E-03,3.014494,-2.23346,0.6385178,255653000,PYGL,"phosphorylase, glycogen, liver"
ILMN_1733377,1.4E-02,3.22E-03,-3.01428,-2.23404,-0.240863,40806183,FASTKD5,FAST kinase domains 5
ILMN_1719343,1.4E-02,3.22E-03,3.01417,-2.23435,0.4267424,264681557,WDR26,WD repeat domain 26
ILMN_1745343,1.4E-02,3.22E-03,3.013907,-2.23507,0.3554005,960513885,ZMAT2,zinc finger matrin-type 2
ILMN_2366391,1.4E-02,3.24E-03,3.012231,-2.23966,0.2486789,320461708,PRDX1,peroxiredoxin 1
ILMN_1708098,1.41E-02,3.24E-03,-3.01191,-2.24054,-0.3160019,526118237,LIX1L,limb and CNS expressed 1 like
ILMN_1696276,1.41E-02,3.25E-03,-3.011593,-2.24141,-0.4149287,289547724,ZNF653,zinc finger protein 653
ILMN_1757406,1.41E-02,3.25E-03,3.011536,-2.24157,0.5042634,21071025,HIST1H1C,"histone cluster 1, H1c"
ILMN_1750158,1.41E-02,3.25E-03,3.010748,-2.24372,0.5022919,297206871,ACOX1,acyl-CoA oxidase 1
ILMN_1766123,1.41E-02,3.25E-03,-3.010735,-2.24376,-0.5563217,1003701588,FHIT,fragile histidine triad
ILMN_1791329,1.41E-02,3.26E-03,-3.009868,-2.24614,-0.4225105,227430280,FCRL2,Fc receptor like 2
ILMN_1689518,1.41E-02,3.26E-03,3.009783,-2.24637,0.3098907,313760623,PECAM1,platelet and endothelial cell adhesion molecule 1
ILMN_2158242,1.41E-02,3.27E-03,3.009467,-2.24723,0.3285944,197304725,SHOC2,"SHOC2, leucine rich repeat scaffold protein"
ILMN_3304887,1.42E-02,3.28E-03,-3.008013,-2.25121,-0.6660041,NA,,
ILMN_1667966,1.42E-02,3.29E-03,3.007203,-2.25343,0.5340565,503774441,FAM129A,family with sequence similarity 129 member A
ILMN_1798706,1.42E-02,3.29E-03,-3.00702,-2.25393,-0.3847777,194473709,GPR183,G protein-coupled receptor 183
ILMN_3238782,1.43E-02,3.31E-03,-3.005364,-2.25846,-0.4673243,NA,,
ILMN_1752526,1.43E-02,3.31E-03,3.004753,-2.26013,0.5208879,299523262,RNF144B,ring finger protein 144B
ILMN_1657682,1.43E-02,3.32E-03,-3.004376,-2.26116,-0.372255,25306276,GFM1,G elongation factor mitochondrial 1
ILMN_1718044,1.43E-02,3.33E-03,-3.003446,-2.2637,-0.3560126,260166617,ELAC2,elaC ribonuclease Z 2
ILMN_2048607,1.43E-02,3.33E-03,3.003414,-2.26379,0.7569258,50355986,ANKRD9,ankyrin repeat domain 9
ILMN_1656900,1.43E-02,3.33E-03,3.003013,-2.26489,0.3557195,341823664,SULT1A1,sulfotransferase family 1A member 1
ILMN_1795007,1.44E-02,3.33E-03,3.002692,-2.26577,0.2836927,239582771,C2orf47,chromosome 2 open reading frame 47
ILMN_1668822,1.44E-02,3.34E-03,3.00255,-2.26615,0.5061999,217416400,BATF,basic leucine zipper ATF-like transcription factor
ILMN_1680693,1.44E-02,3.34E-03,-3.002454,-2.26642,-0.2463583,148612826,ZNF419,zinc finger protein 419
ILMN_1793290,1.44E-02,3.34E-03,-3.001793,-2.26822,-0.7698131,155030241,WDR60,WD repeat domain 60
ILMN_2331205,1.44E-02,3.35E-03,-3.001304,-2.26956,-0.2577866,242246959,CHKB,choline kinase beta
ILMN_1761996,1.44E-02,3.35E-03,-3.001121,-2.27006,-0.231643,995965794,SRSF5,serine and arginine rich splicing factor 5
ILMN_1712095,1.44E-02,3.35E-03,3.001094,-2.27013,0.4796474,283436081,FOXO4,forkhead box O4
ILMN_1768969,1.44E-02,3.36E-03,3.000583,-2.27153,0.5098125,328447199,LBR,lamin B receptor
ILMN_1741219,1.45E-02,3.38E-03,-2.998065,-2.2784,-0.3387227,194440688,RRAGB,Ras related GTP binding B
ILMN_1681269,1.45E-02,3.38E-03,-2.997833,-2.27904,-0.2854142,537361020,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4
ILMN_2315979,1.46E-02,3.4E-03,-2.99651,-2.28264,-0.3019217,149274623,LBH,limb bud and heart development
ILMN_1730620,1.46E-02,3.4E-03,2.996292,-2.28324,0.3469032,320461703,ARRB1,arrestin beta 1
ILMN_1687392,1.46E-02,3.4E-03,2.996058,-2.28388,0.6453336,574957018,NRK,Nik related kinase
ILMN_2382717,1.46E-02,3.4E-03,2.995843,-2.28446,0.6335281,NA,,
ILMN_1658283,1.46E-02,3.41E-03,-2.995447,-2.28554,-0.2215105,313569766,RPL17,ribosomal protein L17
ILMN_2227573,1.46E-02,3.41E-03,2.994959,-2.28687,0.271471,300360529,GSTO1,glutathione S-transferase omega 1
ILMN_1764414,1.46E-02,3.41E-03,2.994853,-2.28716,0.6467434,1042705569,SOS 2,SOS Ras/Rho guanine nucleotide exchange factor 2
ILMN_3237986,1.46E-02,3.42E-03,-2.99433,-2.28859,-0.3100905,27735036,MMGT1,membrane magnesium transporter 1
ILMN_2376455,1.47E-02,3.43E-03,2.993315,-2.29136,0.5540515,238908513,CSF2RA,colony stimulating factor 2 receptor alpha subunit
ILMN_1743829,1.47E-02,3.44E-03,-2.992772,-2.29284,-0.2330013,171543894,ATXN2,ataxin 2
ILMN_2269564,1.47E-02,3.44E-03,2.99268,-2.29309,0.4589294,118136292,ARID4B,AT-rich interaction domain 4B
ILMN_1706326,1.47E-02,3.45E-03,2.99121,-2.29709,0.2459092,94421449,MRPL33,mitochondrial ribosomal protein L33
ILMN_1752927,1.47E-02,3.45E-03,2.991127,-2.29732,0.303149,205277426,FAM160B1,family with sequence similarity 160 member B1
ILMN_1730622,1.47E-02,3.46E-03,-2.990855,-2.29806,-0.3772513,50726984,EVL,Enah/Vasp-like
ILMN_2369785,1.48E-02,3.47E-03,-2.989548,-2.30162,-0.196967,1007383945,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide
ILMN_2183389,1.49E-02,3.48E-03,2.988142,-2.30545,0.2884393,34222234,TTC9C,tetratricopeptide repeat domain 9C
ILMN_1738704,1.49E-02,3.49E-03,2.987442,-2.30735,0.2727167,338753389,TRIM26,tripartite motif containing 26
ILMN_3178406,1.49E-02,3.49E-03,-2.987363,-2.30757,-0.5793331,256818753,KLHL29,kelch like family member 29
ILMN_1738482,1.49E-02,3.5E-03,-2.986378,-2.31025,-0.3320556,194394166,HAUS2,HAUS augmin like complex subunit 2
ILMN_2233366,1.5E-02,3.52E-03,2.985114,-2.31368,0.3927564,351542236,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
ILMN_1740430,1.5E-02,3.52E-03,-2.985083,-2.31377,-0.4724747,39777592,SLC2A4RG,SLC2A4 regulator
ILMN_1699631,1.5E-02,3.52E-03,-2.984908,-2.31424,-0.3505367,253970398,GATS,"GATS, stromal antigen 3 opposite strand"
ILMN_1679232,1.5E-02,3.53E-03,2.983767,-2.31735,0.2870692,214010203,KIDINS220,kinase D-interacting substrate 220kDa
ILMN_3305772,1.51E-02,3.55E-03,2.981822,-2.32263,0.6351312,NA,,
ILMN_1748034,1.51E-02,3.56E-03,-2.981014,-2.32483,-0.3327444,296434230,KLHDC4,kelch domain containing 4
ILMN_1653814,1.51E-02,3.56E-03,2.980706,-2.32566,1.4123073,38683401,HBBP1,hemoglobin subunit beta pseudogene 1
ILMN_2197846,1.51E-02,3.57E-03,2.980404,-2.32648,0.270322,105990524,HADHB,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"
ILMN_1755749,1.52E-02,3.57E-03,2.979802,-2.32812,0.2431137,183603937,PGK 1.00,phosphoglycerate kinase 1
ILMN_1726520,1.52E-02,3.58E-03,-2.979435,-2.32912,-0.4050933,57242803,TDP1,tyrosyl-DNA phosphodiesterase 1
ILMN_1736650,1.52E-02,3.58E-03,2.978679,-2.33117,0.7573942,98986458,KDM4A,lysine demethylase 4A
ILMN_1808305,1.52E-02,3.59E-03,2.978046,-2.33289,0.3508637,195927042,RTCA,RNA 3'-terminal phosphate cyclase
ILMN_2410772,1.53E-02,3.6E-03,2.977188,-2.33521,0.3723432,45269143,KEAP1,kelch like ECH associated protein 1
ILMN_3300313,1.53E-02,3.6E-03,-2.976926,-2.33593,-0.2648467,64085082,P4HTM,"prolyl 4-hydroxylase, transmembrane"
ILMN_1746784,1.53E-02,3.62E-03,-2.97547,-2.33987,-0.583394,338968857,SLAIN1,SLAIN motif family member 1
ILMN_1813091,1.53E-02,3.62E-03,-2.975119,-2.34083,-0.3703068,666638013,ARL 1.00,ADP ribosylation factor like GTPase 1
ILMN_1656676,1.53E-02,3.62E-03,-2.975007,-2.34113,-0.2594819,210147509,ZYG11B,"zyg-11 family member B, cell cycle regulator"
ILMN_1690999,1.54E-02,3.63E-03,-2.974536,-2.34241,-0.4336382,395455061,MED23,mediator complex subunit 23
ILMN_1793017,1.54E-02,3.63E-03,-2.974385,-2.34282,-0.4365886,371874149,DGKQ,diacylglycerol kinase theta
ILMN_1706539,1.54E-02,3.64E-03,2.97342,-2.34543,0.2771679,54873608,KDM3B,lysine demethylase 3B
ILMN_1809245,1.55E-02,3.66E-03,-2.971342,-2.35106,-0.4525563,546232117,PITPNB,phosphatidylinositol transfer protein beta
ILMN_1687335,1.55E-02,3.67E-03,2.970798,-2.35254,0.5782899,160420313,FLNA,filamin A
ILMN_1738955,1.55E-02,3.68E-03,-2.970083,-2.35447,-0.5449835,335892799,ANAPC16,anaphase promoting complex subunit 16
ILMN_1728305,1.55E-02,3.68E-03,-2.970063,-2.35453,-0.2219043,544583545,PUM2,pumilio RNA binding family member 2
ILMN_1768469,1.55E-02,3.68E-03,2.969942,-2.35485,0.9944223,133987572,TCN1,transcobalamin 1
ILMN_3281294,1.55E-02,3.68E-03,2.969613,-2.35574,0.6873738,NA,,
ILMN_3219643,1.55E-02,3.69E-03,-2.969405,-2.35631,-0.3317345,NA,,
ILMN_2210729,1.56E-02,3.71E-03,2.967574,-2.36126,0.3304325,32481212,STYXL1,serine/threonine/tyrosine interacting-like 1
ILMN_1766798,1.57E-02,3.72E-03,2.966086,-2.36529,0.3063969,295842381,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
ILMN_2354381,1.57E-02,3.73E-03,-2.96556,-2.36671,-0.4504453,66529293,PON2,paraoxonase 2
ILMN_1742789,1.57E-02,3.73E-03,-2.965463,-2.36697,-0.246362,221316657,LPXN,leupaxin
ILMN_1674609,1.57E-02,3.73E-03,2.96535,-2.36728,0.2321918,365906278,CLTB,clathrin light chain B
ILMN_1692731,1.57E-02,3.74E-03,2.964796,-2.36878,0.3725532,53831992,TTYH3,tweety family member 3
ILMN_2396991,1.57E-02,3.74E-03,-2.96455,-2.36944,-0.3304585,33667066,HCST,hematopoietic cell signal transducer
ILMN_1779010,1.59E-02,3.78E-03,2.96096,-2.37914,0.4537843,42794766,MAP3K3,mitogen-activated protein kinase kinase kinase 3
ILMN_1731922,1.59E-02,3.79E-03,2.960357,-2.38077,0.5971576,NA,,
ILMN_2377430,1.6E-02,3.8E-03,2.959367,-2.38345,0.5774017,69122970,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
ILMN_1789171,1.6E-02,3.81E-03,-2.958365,-2.38615,-0.3828763,89903005,EEF2K,eukaryotic elongation factor 2 kinase
ILMN_2085760,1.6E-02,3.82E-03,2.957401,-2.38875,0.3584098,325197176,ARPC1B,actin related protein 2/3 complex subunit 1B
ILMN_1665964,1.6E-02,3.83E-03,2.95703,-2.38975,0.4442198,270265867,GAB2,GRB2 associated binding protein 2
ILMN_3248069,1.6E-02,3.83E-03,-2.957004,-2.38982,-0.2560985,NA,,
ILMN_1750800,1.6E-02,3.83E-03,-2.956917,-2.39006,-0.3096966,166158926,ACO1,aconitase 1
ILMN_1801175,1.6E-02,3.83E-03,2.956611,-2.39088,1.0102579,291327507,MAP2K3,mitogen-activated protein kinase kinase 3
ILMN_1891324,1.61E-02,3.84E-03,2.955797,-2.39308,0.3971544,34532504,LOC101928714,uncharacterized LOC101928714
ILMN_1711786,1.61E-02,3.84E-03,2.955409,-2.39412,0.3569438,387848976,NFE2,"nuclear factor, erythroid 2"
ILMN_1656938,1.61E-02,3.84E-03,2.955374,-2.39422,0.5248061,NA,,
ILMN_1786759,1.61E-02,3.85E-03,2.954954,-2.39535,0.2299715,194018428,TMEM258,transmembrane protein 258
ILMN_2193315,1.61E-02,3.86E-03,2.954243,-2.39727,0.3755713,546231232,EFCAB11,EF-hand calcium binding domain 11
ILMN_1659752,1.61E-02,3.86E-03,2.95422,-2.39733,0.6813492,NA,,
ILMN_2049693,1.61E-02,3.86E-03,2.954048,-2.39779,0.5537027,409104123,C11orf71,chromosome 11 open reading frame 71
ILMN_1702265,1.61E-02,3.86E-03,-2.953638,-2.3989,-0.2755415,116014329,HDHD2,haloacid dehalogenase like hydrolase domain containing 2
ILMN_1691425,1.61E-02,3.87E-03,-2.953535,-2.39918,-0.4649142,49355806,LDOC1L,leucine zipper down-regulated in cancer 1 like
ILMN_1690754,1.62E-02,3.88E-03,2.952141,-2.40293,0.8231707,150417970,SVIL,supervillin
ILMN_1735058,1.63E-02,3.9E-03,-2.950424,-2.40756,-0.5020908,345090970,CHST12,carbohydrate (chondroitin 4) sulfotransferase 12
ILMN_1702526,1.63E-02,3.9E-03,-2.950367,-2.40771,-0.6170996,94158593,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
ILMN_1787879,1.63E-02,3.9E-03,-2.950279,-2.40795,-0.3028494,315075336,ARL 2.00,ADP ribosylation factor like GTPase 2
ILMN_1666372,1.63E-02,3.91E-03,2.949995,-2.40871,0.2300711,51479150,ATP5H,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit D"
ILMN_2362858,1.63E-02,3.92E-03,2.949217,-2.41081,0.4902966,30179904,PILRA,paired immunoglobin like type 2 receptor alpha
ILMN_1683178,1.63E-02,3.92E-03,2.94902,-2.41134,0.5705196,223671934,JAK2,Janus kinase 2
ILMN_1750394,1.63E-02,3.92E-03,2.948577,-2.41253,0.4234366,153252200,SLC39A6,solute carrier family 39 member 6
ILMN_1669447,1.63E-02,3.92E-03,-2.948541,-2.41263,-0.6461092,343432579,PYHIN1,pyrin and HIN domain family member 1
ILMN_1797903,1.63E-02,3.93E-03,-2.948332,-2.41319,-0.279052,1003088704,ZNF544,zinc finger protein 544
ILMN_1811909,1.64E-02,3.95E-03,2.946275,-2.41872,0.33849,NA,,
ILMN_1723414,1.64E-02,3.95E-03,-2.94601,-2.41944,-0.3271318,548923676,HACL1,2-hydroxyacyl-CoA lyase 1
ILMN_1797342,1.64E-02,3.95E-03,-2.945916,-2.41969,-0.201177,68348705,FNBP1,formin binding protein 1
ILMN_1729374,1.64E-02,3.96E-03,2.945474,-2.42088,0.497774,62420878,ETFB,electron transfer flavoprotein beta subunit
ILMN_1699496,1.65E-02,3.98E-03,2.944103,-2.42456,0.2988546,156546909,PHF21A,PHD finger protein 21A
ILMN_1749345,1.65E-02,3.98E-03,2.94408,-2.42462,0.1781449,347658917,STX5,syntaxin 5
ILMN_1690077,1.65E-02,3.98E-03,2.94395,-2.42497,0.6189762,193211601,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A"
ILMN_1666494,1.65E-02,3.99E-03,2.943293,-2.42674,0.5886259,358356430,CRK,"CRK proto-oncogene, adaptor protein"
ILMN_2068747,1.65E-02,3.99E-03,2.943256,-2.42684,0.4205395,284507296,OAT,ornithine aminotransferase
ILMN_1800131,1.65E-02,3.99E-03,2.943147,-2.42713,0.5130149,NA,,
ILMN_1739283,1.65E-02,3.99E-03,2.94307,-2.42734,0.4535162,359751385,UPF2,UPF2 regulator of nonsense transcripts homolog (yeast)
ILMN_1779401,1.66E-02,4E-03,2.942236,-2.42958,0.3877343,156071504,CHP1,calcineurin like EF-hand protein 1
ILMN_1706149,1.66E-02,4.01E-03,-2.941611,-2.43126,-0.5340665,14150140,PDCD2L,programmed cell death 2 like
ILMN_1673111,1.66E-02,4.01E-03,2.941018,-2.43285,0.3803335,537361046,TSEN34,tRNA splicing endonuclease subunit 34
ILMN_1694730,1.66E-02,4.01E-03,-2.940905,-2.43315,-0.3565219,318065088,RNPEPL1,arginyl aminopeptidase like 1
ILMN_1700316,1.66E-02,4.02E-03,-2.940753,-2.43356,-0.2605392,NA,,
ILMN_3241979,1.66E-02,4.02E-03,2.940314,-2.43474,0.2216813,157311596,TMEM179B,transmembrane protein 179B
ILMN_1696704,1.66E-02,4.02E-03,2.940005,-2.43557,0.3280271,544224624,TLE4,transducin like enhancer of split 4
ILMN_3226276,1.67E-02,4.03E-03,-2.939404,-2.43718,-0.4837772,224586891,SEC14L1P1,SEC14 like 1 pseudogene 1
ILMN_1696494,1.67E-02,4.04E-03,2.938936,-2.43844,0.3423221,32130534,CMTM6,CKLF like MARVEL transmembrane domain containing 6
ILMN_2313851,1.67E-02,4.04E-03,2.938373,-2.43995,0.2597808,308153252,OSBPL9,oxysterol binding protein like 9
ILMN_1908488,1.67E-02,4.05E-03,2.938192,-2.44044,0.6545485,24804342,ADAM17,ADAM metallopeptidase domain 17
ILMN_1791576,1.67E-02,4.05E-03,2.937505,-2.44228,0.3817543,258613868,CHSY1,chondroitin sulfate synthase 1
ILMN_1683700,1.68E-02,4.08E-03,-2.93576,-2.44696,-0.3291259,23510442,TNFSF12,tumor necrosis factor superfamily member 12
ILMN_3247064,1.69E-02,4.09E-03,2.934451,-2.45047,0.2844508,115298667,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40
ILMN_1709795,1.69E-02,4.1E-03,2.934065,-2.4515,0.1675087,520262262,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"
ILMN_2375599,1.69E-02,4.1E-03,2.933729,-2.4524,0.4025962,42822873,RNH1,ribonuclease/angiogenin inhibitor 1
ILMN_1713749,1.69E-02,4.11E-03,2.933071,-2.45417,0.277361,306482593,CORO1A,coronin 1A
ILMN_3289352,1.69E-02,4.11E-03,-2.932866,-2.45472,-0.7595506,NA,,
ILMN_1773716,1.7E-02,4.13E-03,-2.9316,-2.45811,-0.4914866,663429588,MRPL9,mitochondrial ribosomal protein L9
ILMN_1656316,1.7E-02,4.13E-03,-2.931581,-2.45816,-0.4838994,283837891,ZMYM3,zinc finger MYM-type containing 3
ILMN_1756669,1.7E-02,4.14E-03,-2.930448,-2.46119,-0.1728992,930425323,POGK,pogo transposable element with KRAB domain
ILMN_1736234,1.7E-02,4.14E-03,-2.930356,-2.46144,-0.4164819,331028735,CHTOP,chromatin target of PRMT1
ILMN_1704477,1.7E-02,4.14E-03,2.930162,-2.46196,0.2118686,190885498,COX5A,cytochrome c oxidase subunit 5A
ILMN_1752520,1.7E-02,4.14E-03,2.930153,-2.46198,0.2691264,157388964,SLFN11,schlafen family member 11
ILMN_1663532,1.71E-02,4.17E-03,-2.928354,-2.4668,-0.3866242,95113665,RIC8B,RIC8 guanine nucleotide exchange factor B
ILMN_1748694,1.72E-02,4.18E-03,-2.927196,-2.46989,-0.5123771,254692832,NHSL2,NHS like 2
ILMN_2375386,1.72E-02,4.19E-03,2.926456,-2.47187,0.7876851,557636733,RNPS1,RNA binding protein with serine rich domain 1
ILMN_1767612,1.72E-02,4.19E-03,-2.926325,-2.47222,-0.3220685,219842318,BBS2,Bardet-Biedl syndrome 2
ILMN_1789123,1.72E-02,4.21E-03,2.925125,-2.47543,0.5259328,299829199,PLK4,polo like kinase 4
ILMN_1808769,1.72E-02,4.21E-03,2.925087,-2.47553,0.3488353,NA,,
ILMN_2371700,1.73E-02,4.21E-03,-2.924568,-2.47692,-0.2809052,404434372,HAUS7,HAUS augmin like complex subunit 7
ILMN_1800261,1.73E-02,4.22E-03,2.924493,-2.47712,0.2125342,57013275,TUBA1B,tubulin alpha 1b
ILMN_1680579,1.73E-02,4.22E-03,2.924018,-2.47839,0.3051301,340523123,ATP2B4,ATPase plasma membrane Ca2+ transporting 4
ILMN_2401779,1.73E-02,4.23E-03,-2.922968,-2.4812,-0.4087714,296080737,FAM102A,family with sequence similarity 102 member A
ILMN_1721391,1.73E-02,4.24E-03,2.922382,-2.48276,0.2319452,661567361,ATP6V0B,ATPase H+ transporting V0 subunit b
ILMN_1761259,1.74E-02,4.25E-03,-2.921786,-2.48435,-0.3993766,296010872,EXT2,exostosin glycosyltransferase 2
ILMN_1754045,1.75E-02,4.27E-03,2.919758,-2.48977,0.4883913,167860136,FANCL,Fanconi anemia complementation group L
ILMN_2309228,1.75E-02,4.28E-03,2.919115,-2.49148,0.5662635,1007360809,GPS1,G protein pathway suppressor 1
ILMN_1678546,1.75E-02,4.29E-03,-2.91889,-2.49208,-0.1889804,296317237,PEX11B,peroxisomal biogenesis factor 11 beta
ILMN_1754865,1.75E-02,4.29E-03,-2.918599,-2.49286,-0.2620577,NA,,
ILMN_1679700,1.75E-02,4.3E-03,-2.918156,-2.49404,-0.6494382,NA,,
ILMN_1737498,1.75E-02,4.3E-03,2.917966,-2.49455,0.5396944,NA,,
ILMN_1659544,1.75E-02,4.3E-03,2.917954,-2.49458,0.5440188,295842490,STX3,syntaxin 3
ILMN_2079285,1.76E-02,4.32E-03,-2.916567,-2.49828,-0.3077132,51479155,ATP5L,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G"
ILMN_1800512,1.77E-02,4.34E-03,2.91476,-2.5031,0.4901024,298676487,HMOX1,heme oxygenase 1
ILMN_1681837,1.77E-02,4.34E-03,-2.91432,-2.50427,-0.312689,296011005,POLR3A,RNA polymerase III subunit A
ILMN_2285802,1.77E-02,4.35E-03,-2.913947,-2.50526,-0.4322466,221316681,SEC14L1,SEC14 like lipid binding 1
ILMN_2060770,1.78E-02,4.37E-03,-2.911952,-2.51058,-0.4276444,40807476,RAI1,retinoic acid induced 1
ILMN_1769383,1.78E-02,4.38E-03,-2.911506,-2.51176,-0.3333903,313760632,GIMAP5,"GTPase, IMAP family member 5"
ILMN_1766542,1.79E-02,4.39E-03,2.910665,-2.514,0.7194398,NA,,
ILMN_2204754,1.79E-02,4.39E-03,2.910438,-2.51461,0.479673,732170465,TMX4,thioredoxin related transmembrane protein 4
ILMN_1802557,1.79E-02,4.4E-03,2.909754,-2.51643,0.4998858,300795334,HEBP1,heme binding protein 1
ILMN_1769810,1.79E-02,4.4E-03,-2.909654,-2.5167,-0.22024,51944964,ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5
ILMN_2363586,1.79E-02,4.42E-03,2.908757,-2.51908,0.4151215,55749489,SDCBP,syndecan binding protein
ILMN_3251728,1.79E-02,4.42E-03,2.908507,-2.51975,0.2262772,124028526,MTMR10,myotubularin related protein 10
ILMN_3279306,1.8E-02,4.43E-03,-2.907801,-2.52162,-0.2336366,NA,,
ILMN_1697175,1.8E-02,4.44E-03,2.906916,-2.52398,0.637368,104485445,TAF8,TATA-box binding protein associated factor 8
ILMN_2179726,1.8E-02,4.44E-03,-2.906606,-2.5248,-0.3443124,307612012,CCDC189,coiled-coil domain containing 189
ILMN_1749244,1.8E-02,4.45E-03,2.906086,-2.52618,0.260736,725503308,LYRM1,LYR motif containing 1
ILMN_1802753,1.81E-02,4.46E-03,-2.905068,-2.52889,-0.2113042,663071040,TSSC4,tumor suppressing subtransferable candidate 4
ILMN_1743396,1.81E-02,4.47E-03,2.904534,-2.53031,0.3903498,156104863,ACOX3,"acyl-CoA oxidase 3, pristanoyl"
ILMN_3223536,1.81E-02,4.47E-03,2.904343,-2.53082,0.5116167,NA,,
ILMN_3270411,1.81E-02,4.49E-03,-2.903452,-2.53318,-0.4480574,NA,,
ILMN_3224926,1.81E-02,4.49E-03,2.903265,-2.53368,0.4686206,148833512,RBM47,RNA binding motif protein 47
ILMN_1735979,1.81E-02,4.49E-03,-2.903223,-2.53379,-0.3264113,258645170,BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide"
ILMN_1674560,1.81E-02,4.49E-03,-2.903083,-2.53416,-0.2981961,27413907,GBA2,glucosylceramidase beta 2
ILMN_2143822,1.81E-02,4.49E-03,2.903056,-2.53423,0.3008936,145386565,ZNF148,zinc finger protein 148
ILMN_1799208,1.81E-02,4.49E-03,2.902989,-2.53441,0.6170429,427197602,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2
ILMN_2366330,1.82E-02,4.49E-03,2.902819,-2.53487,0.3118848,215983055,FERMT3,fermitin family member 3
